,wave1_amp_middle,wave1_amp_max,wave1_phase_middle,wave2_amp_middle,wave2_amp_max,wave2_phase_middle,wave3_amp_middle,wave3_amp_max,wave3_phase_middle,wave4_amp_middle,wave4_amp_max,wave4_phase_middle,wave5_amp_middle,wave5_amp_max,wave5_phase_middle,wave6_amp_middle,wave6_amp_max,wave6_phase_middle,wave7_amp_middle,wave7_amp_max,wave7_phase_middle,wave8_amp_middle,wave8_amp_max,wave8_phase_middle,wave9_amp_middle,wave9_amp_max,wave9_phase_middle,ZW3_index,env_amp_mean,env_extent,env_start_lon,env_end_lon,nenv_amp_mean,nenv_extent,nenv_start_lon,nenv_end_lon
2001-04-25,54.24,58.14,201.00,33.69,39.29,13.50,116.46,118.22,45.75,13.45,21.95,61.50,16.05,20.02,47.25,6.97,16.67,9.00,3.63,3.80,27.00,1.28,3.41,18.00,1.02,3.64,13.50,1.11,142.11,111.75,89.25,200.25,1.23,40.50,168.75,208.50
2001-04-26,60.78,63.99,200.25,31.51,42.80,6.75,119.46,121.24,47.25,12.72,24.33,63.00,12.55,19.11,51.00,8.30,17.27,9.00,3.87,4.65,30.00,1.16,4.08,10.50,1.72,3.53,15.75,1.20,145.22,114.00,91.50,204.75,1.29,51.00,87.00,137.25
2001-04-27,65.87,68.96,200.25,29.30,49.10,0.00,122.21,123.69,47.25,11.05,25.72,66.00,7.51,15.61,49.50,9.12,19.08,10.50,3.48,5.77,31.50,2.67,4.39,10.50,0.65,3.26,19.50,1.19,147.67,113.25,95.25,207.75,1.30,116.25,97.50,213.00
2001-04-28,68.21,71.43,201.00,29.45,58.56,171.00,126.67,127.38,47.25,9.91,25.80,69.75,7.57,13.28,43.50,7.64,20.32,12.00,3.28,5.50,30.75,2.59,3.88,10.50,1.15,3.26,17.25,1.17,151.55,112.50,98.25,210.00,1.31,105.75,108.75,213.75
2001-04-29,69.90,73.57,201.75,30.85,66.64,162.75,130.53,131.12,48.00,8.82,24.33,73.50,11.01,14.44,42.75,7.51,20.18,12.00,4.49,5.56,30.75,3.20,3.42,9.00,0.16,3.41,26.25,1.20,155.34,114.75,99.00,213.00,1.36,102.00,114.00,215.25
2001-04-30,71.15,75.53,202.50,34.07,71.16,156.00,131.16,131.66,48.00,5.28,22.22,78.75,12.43,15.47,44.25,8.05,20.27,13.50,3.19,5.90,33.00,4.24,4.31,10.50,0.76,3.59,17.25,1.20,157.35,114.00,102.00,215.25,1.39,97.50,120.00,216.75
2001-05-01,73.09,78.41,202.50,38.72,74.76,153.75,129.00,129.46,48.00,0.92,20.02,8.25,11.11,16.14,44.25,6.46,20.09,14.25,2.37,4.72,26.25,3.31,3.73,11.25,0.49,2.90,28.50,1.18,158.50,114.75,100.50,214.50,1.40,91.50,125.25,216.00
2001-05-02,75.14,81.78,201.75,41.85,78.99,152.25,125.16,125.34,48.00,5.39,17.40,34.50,12.05,17.05,43.50,6.18,18.57,11.25,4.14,4.53,28.50,4.62,4.63,9.75,0.07,3.09,1.50,1.12,160.38,114.75,99.75,213.75,1.42,90.00,124.50,213.75
2001-05-03,76.58,83.75,201.00,43.11,82.50,152.25,121.21,121.21,48.75,11.09,17.53,42.00,13.38,19.09,42.75,7.42,17.59,10.50,3.39,4.51,30.00,3.19,3.19,12.00,0.53,3.92,13.50,0.97,161.93,117.00,96.00,212.25,1.45,90.00,123.75,213.00
2001-05-04,77.03,83.44,202.50,43.34,82.62,151.50,115.86,115.86,48.75,15.83,19.63,47.25,15.65,20.21,43.50,10.10,18.18,11.25,3.65,4.13,30.00,3.58,3.58,9.75,0.29,3.52,9.75,0.82,160.47,116.25,94.50,210.00,1.41,95.25,116.25,210.75
2001-05-05,78.13,83.82,205.50,43.58,84.18,151.50,110.06,110.06,48.75,19.13,22.00,48.75,15.94,19.74,44.25,10.50,18.89,15.00,3.84,4.39,29.25,2.99,3.12,12.00,0.57,3.99,16.50,0.67,159.76,112.50,95.25,207.00,1.37,52.50,333.00,24.75
2001-05-06,79.32,84.61,207.00,44.96,87.06,151.50,105.18,105.50,48.75,24.00,26.05,48.75,16.74,18.58,45.75,6.20,16.50,14.25,4.30,5.27,30.00,2.46,4.18,12.00,0.40,3.96,11.25,0.62,159.86,108.75,93.00,201.00,1.34,46.50,339.75,25.50
2001-05-07,80.61,84.74,208.50,49.83,90.79,150.75,100.49,101.38,49.50,27.15,28.21,48.75,15.10,16.97,48.75,7.49,15.09,10.50,5.10,5.95,28.50,2.23,4.63,9.75,0.79,3.48,27.00,0.49,159.42,109.50,89.25,198.00,1.29,44.25,102.75,146.25
2001-05-08,81.70,84.38,208.50,54.29,93.92,150.75,95.50,97.07,49.50,30.26,31.26,48.00,10.12,13.89,48.75,8.03,16.44,10.50,5.30,6.17,29.25,3.26,3.73,8.25,0.20,3.54,31.50,0.36,158.01,103.50,90.00,192.75,1.23,45.75,102.75,147.75
2001-05-09,83.52,85.04,210.00,56.17,93.13,150.00,87.98,90.28,49.50,33.57,36.31,46.50,10.15,10.33,44.25,9.11,18.29,9.75,6.81,7.04,29.25,3.31,3.39,10.50,0.81,4.01,18.00,0.19,154.21,99.75,89.25,188.25,1.11,35.25,104.25,138.75
2001-05-10,85.12,86.16,211.50,56.99,90.60,148.50,81.02,83.26,49.50,36.44,39.43,46.50,13.45,13.45,45.75,9.79,20.56,9.75,7.48,7.72,30.75,2.29,2.37,9.75,0.84,3.75,21.75,-0.01,150.50,93.75,273.75,6.75,1.03,35.25,335.25,9.75
2001-05-11,86.03,87.29,213.00,58.27,88.83,146.25,74.63,76.86,50.25,39.54,41.01,46.50,16.04,16.11,49.50,9.57,21.45,11.25,7.54,8.00,33.00,2.49,2.70,9.75,0.82,3.77,33.00,-0.13,148.35,93.75,276.75,9.75,0.99,41.25,334.50,15.00
2001-05-12,88.78,90.04,214.50,59.90,87.94,145.50,67.12,69.85,51.75,40.18,44.73,47.25,15.85,17.58,54.00,7.16,20.31,11.25,6.49,7.37,36.00,2.93,3.07,9.75,0.80,3.04,33.00,-0.23,147.35,97.50,275.25,12.00,0.98,42.75,336.00,18.00
2001-05-13,94.80,95.45,215.25,62.71,86.16,144.75,58.66,62.99,52.50,41.10,47.23,47.25,12.28,16.97,58.50,6.41,19.84,12.00,5.42,6.17,34.50,2.39,2.83,10.50,1.24,2.82,37.50,-0.31,146.85,96.75,277.50,13.50,0.93,44.25,336.00,19.50
2001-05-14,100.60,100.62,214.50,65.30,84.07,144.00,50.14,55.75,53.25,43.29,50.09,47.25,6.00,12.95,62.25,6.03,19.14,12.00,6.71,7.25,36.75,3.09,3.09,8.25,0.78,3.19,37.50,-0.42,147.59,96.00,282.00,17.25,0.90,51.75,332.25,23.25
2001-05-15,103.85,103.85,214.50,66.75,84.12,144.00,42.07,50.34,55.50,45.80,54.72,47.25,2.01,7.37,47.25,5.41,18.32,12.75,4.79,5.54,37.50,2.45,3.04,9.00,0.95,3.67,0.75,-0.55,148.88,94.50,286.50,20.25,0.90,61.50,327.00,27.75
2001-05-16,104.31,104.53,216.00,66.48,82.34,144.75,35.59,43.94,58.50,48.43,59.15,48.00,5.60,7.43,45.75,5.48,17.04,12.00,4.93,5.36,36.75,2.32,3.36,7.50,1.25,3.72,3.00,-0.67,147.78,93.75,289.50,22.50,0.87,61.50,328.50,29.25
2001-05-17,104.31,104.84,218.25,66.51,78.10,144.75,28.41,37.20,61.50,51.43,62.15,48.75,5.20,9.15,49.50,5.28,15.66,11.25,4.71,5.61,35.25,2.38,3.31,8.25,1.54,3.29,3.00,-0.77,145.38,91.50,293.25,24.00,0.89,57.00,333.00,29.25
2001-05-18,105.55,106.29,219.00,64.70,75.18,145.50,22.41,31.01,63.75,53.81,64.09,49.50,3.25,8.93,54.00,6.57,13.58,9.75,5.12,6.30,37.50,2.69,3.25,8.25,1.15,3.02,6.75,-0.86,144.79,90.75,295.50,25.50,0.95,54.75,336.75,30.75
2001-05-19,107.59,108.34,219.75,63.57,73.50,145.50,17.66,27.07,69.75,55.36,65.76,50.25,1.06,8.08,12.75,8.15,15.91,12.75,3.47,5.36,38.25,2.07,3.23,6.75,1.79,3.74,5.25,-1.02,145.93,89.25,298.50,27.00,1.03,56.25,336.00,31.50
2001-05-20,109.11,110.26,219.00,63.76,72.56,145.50,15.13,23.11,78.75,55.26,66.42,51.75,3.80,9.34,20.25,7.13,16.03,15.75,3.57,5.62,38.25,2.21,2.77,9.00,1.74,4.61,9.75,-1.13,147.02,87.75,303.00,30.00,1.11,62.25,336.75,38.25
2001-05-21,109.05,110.71,218.25,63.41,71.20,145.50,15.57,18.21,90.00,52.01,64.09,52.50,5.68,13.41,21.75,4.13,14.39,18.00,3.15,5.06,38.25,1.98,3.11,3.75,0.91,4.83,11.25,-1.19,145.99,84.00,309.00,32.25,1.14,60.00,343.50,42.75
2001-05-22,107.93,109.92,216.75,60.82,68.08,146.25,18.58,20.88,98.25,47.95,61.29,51.75,5.68,17.53,21.75,3.20,14.29,14.25,2.15,4.92,36.75,1.86,2.66,10.50,0.80,4.43,7.50,-1.25,143.11,75.75,318.75,33.75,1.14,53.25,357.75,50.25
2001-05-23,106.65,108.94,214.50,56.06,64.73,147.00,25.34,28.14,104.25,45.48,58.77,51.00,7.03,19.58,20.25,3.35,14.33,15.00,5.14,5.91,36.00,1.11,2.81,0.00,1.31,3.61,5.25,-1.36,140.45,72.75,66.75,138.75,1.10,65.25,46.50,111.00
2001-05-24,105.35,108.15,212.25,50.55,59.40,147.00,32.66,35.58,108.00,45.96,57.37,49.50,8.96,21.04,21.75,1.96,14.09,21.00,4.19,6.36,40.50,2.62,3.73,1.50,1.34,4.21,10.50,-1.43,138.79,75.75,61.50,136.50,1.08,56.25,54.00,109.50
2001-05-25,102.08,104.69,210.75,42.14,53.07,147.75,38.74,41.93,110.25,49.62,57.39,48.75,8.71,23.63,21.75,1.10,13.70,3.75,3.44,6.16,40.50,1.58,2.86,6.00,0.53,4.30,12.75,-1.47,135.81,63.75,68.25,131.25,1.06,48.00,63.00,110.25
2001-05-26,97.83,99.69,209.25,33.58,50.25,147.00,44.77,48.24,111.75,52.62,60.43,48.75,9.99,25.28,21.75,1.44,13.43,4.50,3.83,6.29,40.50,0.86,3.24,6.75,0.59,3.96,8.25,-1.56,132.36,51.75,74.25,125.25,1.03,36.00,70.50,105.75
2001-05-27,94.90,96.42,207.75,26.26,45.02,144.75,49.02,52.33,111.75,56.59,63.36,48.75,8.82,24.98,22.50,1.06,13.67,7.50,2.52,6.89,39.00,1.38,3.59,29.25,0.84,4.32,10.50,-1.56,130.50,44.25,222.00,265.50,0.97,32.25,231.00,262.50
2001-05-28,93.15,93.84,207.75,19.37,39.45,141.00,51.82,54.53,112.50,59.26,64.38,49.50,8.58,24.35,20.25,1.32,13.91,18.00,3.02,6.96,38.25,2.18,4.19,31.50,0.67,3.97,6.75,-1.54,127.85,50.25,217.50,267.00,0.91,44.25,219.75,263.25
2001-05-29,91.84,92.06,206.25,14.89,35.01,134.25,53.76,56.71,112.50,59.95,63.63,50.25,10.68,25.56,18.00,0.42,13.40,13.50,2.46,6.84,39.75,1.79,3.89,30.75,1.40,3.39,12.75,-1.51,125.63,55.50,214.50,269.25,0.91,55.50,213.00,267.75
2001-05-30,90.86,90.86,204.75,13.32,30.22,129.00,54.35,57.68,114.00,58.08,61.69,51.00,12.41,27.15,18.75,1.59,11.61,5.25,3.08,6.34,35.25,3.64,4.85,31.50,0.53,2.90,12.00,-1.53,122.70,56.25,216.00,271.50,0.91,57.75,213.75,270.75
2001-05-31,90.00,90.00,204.00,13.86,27.01,124.50,53.51,56.74,114.75,54.77,60.44,52.50,10.82,26.77,19.50,3.67,9.32,11.25,4.04,7.31,36.00,2.62,3.49,31.50,1.59,3.97,12.75,-1.51,120.04,51.75,222.00,273.00,0.87,55.50,219.00,273.75
2001-06-01,90.26,90.26,203.25,14.83,25.57,120.75,52.38,55.35,117.00,48.32,56.73,53.25,10.99,23.92,18.75,4.44,9.53,17.25,4.05,6.42,38.25,4.33,4.55,31.50,1.66,4.27,15.75,-1.51,117.67,45.75,227.25,272.25,0.80,48.00,226.50,273.75
2001-06-02,90.95,90.95,203.25,15.39,25.63,115.50,51.26,53.52,119.25,42.32,51.48,52.50,9.82,20.55,18.75,4.49,12.46,17.25,3.61,7.53,39.75,3.98,4.56,33.75,1.67,3.80,12.75,-1.45,115.13,37.50,232.50,269.25,0.72,31.50,237.75,268.50
2001-06-03,92.66,92.66,202.50,14.90,26.04,109.50,49.42,50.81,3.00,40.94,46.89,50.25,8.27,17.42,15.75,5.12,14.38,20.25,2.72,7.49,40.50,3.24,3.83,33.00,1.74,3.74,15.75,-1.36,114.80,29.25,237.00,265.50,0.65,18.75,351.00,9.00
2001-06-04,94.64,94.64,202.50,15.09,25.79,101.25,49.82,50.11,6.00,42.70,43.33,49.50,10.14,15.91,12.75,4.45,15.62,22.50,2.38,7.11,42.00,3.51,4.27,33.00,1.71,3.20,12.75,-1.22,117.04,31.50,232.50,263.25,0.58,6.75,358.50,4.50
2001-06-05,96.66,96.66,201.75,18.68,32.80,93.00,50.61,50.61,9.00,41.29,41.33,50.25,12.37,15.41,12.00,4.62,16.44,24.75,2.10,5.61,44.25,2.54,3.55,35.25,1.91,3.27,12.75,-1.09,119.84,37.50,228.75,265.50,0.50,0.00,0.00,0.00
2001-06-06,98.46,98.53,202.50,24.12,42.29,87.00,51.44,51.97,12.00,36.57,36.62,51.75,14.12,15.18,12.00,4.77,17.73,27.75,1.32,4.30,44.25,2.14,3.29,34.50,2.80,3.96,12.75,-0.92,122.21,45.00,226.50,270.75,0.43,0.00,0.00,0.00
2001-06-07,100.82,100.88,204.75,26.92,48.57,84.00,53.15,53.93,15.00,29.37,32.96,52.50,14.41,14.87,13.50,4.21,16.86,30.75,1.81,3.67,39.00,2.60,3.52,33.00,2.45,3.97,13.50,-0.74,124.13,49.50,228.00,276.75,0.37,0.00,0.00,0.00
2001-06-08,102.25,102.44,206.25,27.36,53.68,79.50,54.10,55.26,18.75,22.11,31.96,51.75,13.33,14.91,13.50,3.58,15.34,33.75,2.20,3.98,39.75,1.69,3.14,33.00,1.94,3.65,12.00,-0.57,124.85,84.00,232.50,315.75,0.34,0.00,0.00,0.00
2001-06-09,103.06,103.48,207.75,27.85,56.93,75.75,53.04,53.84,21.75,17.38,28.86,49.50,11.57,13.64,13.50,4.78,14.46,33.75,2.40,4.70,39.00,1.30,2.93,25.50,1.87,3.01,11.25,-0.41,124.45,87.00,240.00,326.25,0.30,0.00,0.00,0.00
2001-06-10,101.74,102.47,207.75,28.37,57.81,70.50,52.63,52.71,24.75,12.49,25.49,44.25,13.48,13.48,13.50,3.87,13.73,36.00,1.50,4.52,41.25,3.16,4.39,26.25,2.97,3.84,12.75,-0.25,122.30,87.75,247.50,334.50,0.27,0.00,0.00,0.00
2001-06-11,97.35,98.29,208.50,28.11,57.00,67.50,53.96,53.96,27.00,14.34,24.22,36.00,14.45,14.45,17.25,3.91,13.96,29.25,2.00,4.75,27.75,2.69,5.69,30.00,2.86,4.16,13.50,-0.14,120.08,83.25,261.00,343.50,0.28,0.00,0.00,0.00
2001-06-12,89.33,89.93,208.50,26.68,56.71,63.75,55.38,55.38,30.00,19.42,25.24,33.75,9.71,12.71,21.75,4.54,15.24,32.25,2.53,4.66,34.50,1.54,6.22,24.00,3.09,3.87,15.00,-0.01,117.46,59.25,277.50,336.00,0.32,0.00,0.00,0.00
2001-06-13,81.14,81.45,209.25,25.20,56.88,60.00,56.77,56.77,31.50,22.51,26.19,33.75,3.52,13.65,27.00,2.52,14.84,36.75,0.90,4.44,29.25,2.81,5.28,25.50,2.45,4.53,15.00,0.13,115.09,45.75,278.25,323.25,0.36,14.25,0.00,13.50
2001-06-14,74.76,74.80,210.00,23.37,55.74,55.50,60.75,60.75,32.25,25.38,26.32,33.00,1.74,13.26,69.00,1.59,13.43,28.50,2.67,4.09,28.50,1.83,4.31,21.75,2.34,3.89,15.00,0.26,114.66,39.75,279.75,318.75,0.36,0.00,0.00,0.00
2001-06-15,71.43,71.43,211.50,20.98,53.52,52.50,64.93,65.32,33.00,27.52,28.11,33.00,5.31,13.35,3.75,2.65,12.41,29.25,2.62,5.30,36.00,2.99,3.99,21.75,1.60,4.19,15.75,0.36,116.04,41.25,283.50,324.00,0.36,0.00,0.00,0.00
2001-06-16,71.56,71.67,213.00,18.78,50.14,48.75,67.70,68.08,34.50,29.88,30.55,33.00,4.71,13.71,7.50,4.12,11.01,32.25,1.56,5.93,42.75,1.97,4.31,24.00,1.94,4.62,15.00,0.42,119.11,40.50,286.50,326.25,0.41,0.00,0.00,0.00
2001-06-17,72.52,72.73,211.50,16.64,47.83,45.75,67.36,67.40,35.25,31.69,32.70,33.00,3.77,14.78,5.25,5.70,11.36,34.50,1.58,4.75,19.50,1.97,4.46,21.00,1.43,4.56,14.25,0.50,121.84,48.75,267.75,315.75,0.50,0.00,0.00,0.00
2001-06-18,73.07,73.23,210.75,16.95,48.14,43.50,67.94,67.94,35.25,32.78,34.07,32.25,4.19,15.89,70.50,6.94,11.85,39.00,3.53,3.53,27.75,1.86,4.71,18.75,2.18,4.63,15.75,0.58,123.37,54.75,265.50,319.50,0.55,3.75,8.25,11.25
2001-06-19,73.65,73.87,212.25,17.92,48.64,42.00,69.43,69.55,36.00,32.38,33.79,33.00,6.48,17.82,69.75,4.90,12.32,42.75,3.27,3.28,28.50,1.84,4.31,18.00,1.51,4.02,18.00,0.61,124.65,53.25,272.25,324.75,0.57,0.00,0.00,0.00
2001-06-20,75.47,75.58,214.50,17.71,48.00,41.25,71.18,71.49,35.25,31.08,32.66,34.50,6.81,19.30,71.25,4.14,12.97,42.75,4.85,4.86,27.75,1.68,4.50,16.50,1.57,3.35,17.25,0.62,125.49,44.25,279.00,322.50,0.56,0.00,0.00,0.00
2001-06-21,77.30,77.30,216.75,18.94,48.00,39.75,74.15,74.33,35.25,28.10,29.32,36.00,7.47,20.70,0.00,4.21,12.08,45.00,5.00,5.00,30.00,1.76,4.49,13.50,2.28,4.03,16.50,0.70,126.45,39.75,284.25,323.25,0.53,0.00,0.00,0.00
2001-06-22,78.77,78.90,219.75,19.00,48.15,37.50,76.31,76.31,35.25,23.74,25.37,36.75,7.06,20.39,0.00,3.19,7.56,51.75,3.57,3.71,27.75,2.14,4.51,17.25,1.99,3.97,18.00,0.73,126.96,38.25,285.00,322.50,0.50,0.00,0.00,0.00
2001-06-23,81.42,82.54,223.50,17.66,47.99,32.25,78.86,78.95,35.25,20.06,24.71,36.75,7.14,20.38,71.25,1.55,6.26,11.25,5.11,5.33,28.50,2.08,4.55,18.75,1.88,3.97,18.75,0.71,129.76,47.25,88.50,135.00,0.57,0.00,0.00,0.00
2001-06-24,84.86,87.42,226.50,15.61,49.50,26.25,85.64,85.91,34.50,18.97,26.89,35.25,6.34,22.44,71.25,2.18,6.69,30.75,2.96,3.14,29.25,2.10,4.29,21.75,2.29,4.26,18.75,0.72,136.37,65.25,258.00,322.50,0.74,45.00,48.75,93.00
2001-06-25,87.76,91.86,228.75,13.81,50.54,16.50,92.17,92.74,34.50,20.43,28.22,35.25,5.89,25.61,67.50,1.40,6.74,37.50,2.84,5.04,24.00,1.91,4.90,21.75,2.13,4.20,19.50,0.79,144.23,74.25,252.00,325.50,0.90,66.00,42.75,108.00
2001-06-26,89.03,94.16,228.75,13.34,51.85,8.25,96.66,97.01,34.50,21.76,28.06,35.25,7.76,28.38,66.75,1.84,8.25,36.75,3.00,5.81,24.00,1.67,5.06,21.75,1.94,3.76,18.00,0.84,150.60,82.50,246.75,328.50,1.00,74.25,41.25,114.75
2001-06-27,90.34,97.55,227.25,13.34,54.87,4.50,101.77,101.88,33.75,24.62,28.54,36.00,8.78,29.54,66.75,3.77,7.57,44.25,2.87,4.36,19.50,1.72,5.18,17.25,2.17,3.41,16.50,0.91,156.71,96.00,243.00,338.25,1.05,75.75,40.50,115.50
2001-06-28,92.57,102.18,225.75,13.25,60.42,4.50,105.87,105.97,33.00,28.34,30.75,38.25,10.73,28.86,66.00,4.65,6.82,47.25,3.94,4.58,21.00,2.08,5.40,21.75,2.00,3.30,17.25,0.96,163.68,111.75,234.00,345.00,1.11,81.00,38.25,118.50
2001-06-29,95.23,106.67,225.00,12.20,66.15,7.50,107.41,107.52,32.25,29.43,30.51,40.50,12.49,25.40,68.25,5.21,7.06,49.50,3.60,4.68,21.00,1.06,5.14,17.25,2.06,2.82,16.50,0.99,168.52,120.75,227.25,347.25,1.15,82.50,38.25,120.00
2001-06-30,97.51,110.39,225.00,11.05,72.34,19.50,107.68,107.70,31.50,30.07,30.14,42.00,12.09,21.12,0.00,5.45,7.39,48.00,3.48,5.01,20.25,0.89,4.47,20.25,1.46,2.69,18.00,0.93,172.21,131.25,219.00,349.50,1.18,77.25,37.50,114.00
2001-07-01,97.84,113.25,225.75,11.18,75.95,26.25,106.87,106.87,30.75,28.92,29.18,43.50,9.57,17.83,2.25,6.13,7.48,46.50,4.29,5.20,18.00,1.74,4.27,14.25,1.60,2.64,16.50,0.90,174.76,137.25,213.00,349.50,1.20,71.25,34.50,105.00
2001-07-02,96.53,113.69,227.25,12.36,75.78,27.00,107.82,107.82,30.00,26.30,27.52,45.00,6.48,15.89,2.25,8.72,9.69,46.50,4.53,4.86,18.00,1.63,4.30,19.50,1.49,2.61,21.00,0.85,175.14,134.25,210.75,344.25,1.19,72.00,32.25,103.50
2001-07-03,94.40,112.77,227.25,14.22,72.36,24.75,109.90,110.13,29.25,21.44,24.66,47.25,4.07,16.44,0.00,9.35,11.17,50.25,4.72,4.96,16.50,0.85,4.25,3.00,1.44,2.54,18.00,0.84,174.18,120.75,213.00,333.00,1.18,75.00,30.00,104.25
2001-07-04,93.70,112.79,227.25,15.02,67.52,18.75,112.34,113.02,29.25,14.50,20.98,50.25,3.44,18.49,68.25,8.57,10.82,53.25,5.56,5.60,18.00,1.97,4.53,6.75,2.17,2.58,19.50,0.77,172.66,114.75,216.75,330.75,1.18,73.50,30.75,103.50
2001-07-05,93.05,112.07,225.75,16.68,64.03,10.50,114.50,115.23,29.25,8.92,21.06,48.75,2.39,18.39,69.75,7.31,9.35,57.00,5.90,6.03,18.75,1.36,4.40,9.00,2.26,2.57,20.25,0.63,169.57,111.00,221.25,331.50,1.14,75.00,33.75,108.00
2001-07-06,90.69,108.61,223.50,19.47,62.92,6.75,116.26,116.91,30.00,7.67,20.56,45.00,1.15,14.96,48.00,4.70,6.81,1.50,5.12,8.14,18.75,1.04,4.30,6.00,2.17,2.68,21.00,0.50,166.69,107.25,226.50,333.00,1.12,72.75,39.00,111.00
2001-07-07,88.99,105.23,221.25,21.27,61.87,6.75,115.99,116.62,30.00,8.44,19.35,45.75,3.53,13.87,46.50,1.37,4.96,59.25,4.47,9.38,17.25,1.33,3.91,9.00,1.75,2.69,19.50,0.45,164.36,102.00,232.50,333.75,1.12,76.50,33.00,108.75
2001-07-08,88.58,103.00,218.25,20.35,58.52,4.50,115.62,115.96,30.75,9.92,18.95,45.75,5.34,14.77,50.25,3.15,6.95,52.50,4.60,10.10,14.25,0.90,3.92,3.75,2.41,3.23,19.50,0.49,161.70,95.25,239.25,333.75,1.11,77.25,33.00,109.50
2001-07-09,87.99,100.71,216.75,18.76,54.87,179.25,115.61,115.87,30.00,12.32,20.40,46.50,5.17,14.33,53.25,5.04,9.50,59.25,5.90,9.92,12.75,0.97,3.99,0.75,2.36,3.54,20.25,0.52,159.14,90.00,69.00,158.25,1.10,81.75,36.75,117.75
2001-07-10,89.41,99.92,216.75,18.98,52.59,170.25,117.31,117.63,30.00,16.06,21.59,48.00,4.29,12.55,54.00,3.68,9.22,3.00,6.85,7.43,13.50,1.84,4.00,3.00,2.21,3.41,20.25,0.44,160.12,93.00,68.25,160.50,1.10,60.00,69.00,128.25
2001-07-11,90.83,101.19,216.75,19.33,54.32,163.50,119.24,119.47,29.25,19.61,22.32,50.25,4.91,10.85,59.25,3.00,7.37,57.75,6.91,7.13,13.50,1.27,4.21,5.25,2.09,3.04,19.50,0.39,163.61,97.50,67.50,164.25,1.14,122.25,66.00,187.50
2001-07-12,92.37,103.22,217.50,18.98,57.22,156.75,120.88,121.02,29.25,19.92,23.48,51.75,4.51,11.23,69.75,3.07,6.94,56.25,8.50,8.79,14.25,1.29,3.96,43.50,2.02,2.65,19.50,0.40,167.46,100.50,69.00,168.75,1.20,129.00,71.25,199.50
2001-07-13,93.42,104.78,216.75,16.61,60.08,149.25,122.49,122.49,29.25,19.06,22.50,53.25,3.70,12.54,1.50,3.41,7.65,51.00,7.74,8.21,15.75,2.16,4.02,0.00,2.46,2.52,18.00,0.45,170.55,108.00,225.00,332.25,1.25,135.75,72.75,207.75
2001-07-14,94.79,106.60,215.25,16.11,64.63,137.25,121.93,121.93,28.50,16.11,21.27,54.75,6.15,11.64,0.00,5.58,9.04,54.75,7.30,7.63,15.00,1.51,3.38,42.75,2.87,3.08,18.75,0.47,172.42,112.50,223.50,335.25,1.32,129.00,83.25,211.50
2001-07-15,95.32,108.52,213.75,18.97,70.06,130.50,123.43,123.43,28.50,13.34,19.53,53.25,7.13,8.61,3.75,3.97,9.04,58.50,8.45,8.70,15.75,2.34,4.52,42.00,2.99,3.19,18.00,0.38,175.72,121.50,219.75,340.50,1.40,119.25,94.50,213.00
2001-07-16,92.88,107.57,213.75,21.21,72.42,126.00,126.80,126.80,28.50,12.11,20.22,51.00,8.19,8.92,7.50,3.45,7.97,58.50,7.95,8.35,15.75,1.65,4.39,0.00,3.22,3.80,19.50,0.35,178.47,125.25,219.75,344.25,1.46,86.25,126.00,211.50
2001-07-17,88.50,104.81,215.25,23.98,70.98,121.50,130.49,130.49,28.50,11.71,21.68,48.75,7.59,8.26,12.00,3.53,9.04,59.25,6.40,6.77,15.75,1.35,4.22,38.25,2.62,3.21,18.75,0.32,179.19,126.75,220.50,346.50,1.47,83.25,129.00,211.50
2001-07-18,84.74,103.41,217.50,27.62,68.22,119.25,131.51,131.51,29.25,13.18,24.56,47.25,5.72,9.62,15.00,3.90,10.77,58.50,7.17,7.44,13.50,1.71,3.95,38.25,2.79,3.59,20.25,0.29,178.50,125.25,222.75,347.25,1.46,82.50,129.75,211.50
2001-07-19,82.21,104.55,220.50,30.94,66.57,118.50,129.93,129.98,29.25,12.70,26.34,46.50,4.48,9.19,17.25,3.80,11.50,0.75,6.68,8.50,14.25,1.72,3.82,36.00,1.78,2.47,18.75,0.25,176.26,125.25,224.25,348.75,1.43,86.25,129.75,215.25
2001-07-20,81.23,106.61,222.75,33.69,65.88,117.75,127.86,128.27,29.25,11.15,28.36,42.00,1.42,9.59,9.00,2.69,11.02,3.00,6.19,10.57,11.25,1.57,3.96,31.50,1.20,2.19,18.00,0.22,174.54,122.25,226.50,348.00,1.42,83.25,131.25,213.75
2001-07-21,82.62,108.86,225.75,37.98,64.57,118.50,124.76,125.62,30.00,14.25,31.27,36.75,4.55,10.68,0.75,2.22,10.06,6.75,7.70,9.81,12.00,2.37,5.70,32.25,1.53,1.95,17.25,0.21,173.09,117.75,228.75,345.75,1.40,63.75,135.75,198.75
2001-07-22,84.36,109.71,229.50,40.45,61.49,118.50,123.19,124.34,30.00,20.21,34.20,37.50,6.55,12.58,6.00,1.28,8.19,27.00,7.31,8.41,12.00,1.64,6.39,33.00,1.64,2.14,17.25,0.26,173.04,115.50,230.25,345.00,1.39,57.00,140.25,196.50
2001-07-23,83.87,109.06,231.75,39.03,58.41,118.50,122.67,123.66,30.00,23.08,36.12,40.50,6.71,12.63,9.00,3.29,7.11,44.25,7.80,8.93,12.00,1.72,5.19,33.00,1.29,2.12,18.75,0.34,171.65,116.25,228.75,344.25,1.34,48.75,147.75,195.75
